商品名稱或組群	類別	組群代碼	修正事項	公告期數
木醋液（原料）	01	010101	刪除	36卷16期
除霉劑	01	010101	刪除	36卷05期
油灰	01	010101	新增	34卷18期
車身填充物	01	010101	新增	34卷18期
非醫用或獸醫用電泳凝膠	01	010101	新增	34卷18期
防止侵蝕用化學製劑	01	010101	刪除	34卷18期
壁紙去除劑	01	010105	新增	34卷18期
玻璃用油灰	01	010105	新增	34卷18期
油類用化學添加劑	01	0103	新增	34卷18期
油用化學添加劑	01	0103	刪除	34卷18期
土壤改良用化學品	01	0104	刪除	34卷18期
土壤改良製劑	01	0104	新增	34卷18期
溶液培養的植物用多孔黏土	01	0104	新增	34卷18期
液狀橡膠	01	0111	刪除，移至「1710」。刪除備註二：「液狀橡膠」商品需檢索1710「天然或合成橡膠、半加工塑膠、半加工樹脂纖維」組群所有商品	34卷18期
工業用電解液	01	010101	新增	34卷15期
水泥添加用化學劑	01	010105	修正備註：「磁磚填縫劑」、「磁磚黏著劑」、「牆磚黏合劑」、「瓷磚黏合劑」、「磁磚用黏著劑」商品需檢索0111「工業用黏著劑」組群所有商品、1717「填縫密封用化學合成製劑」組群所有商品	34卷15期
工業用黏著劑	01	0111	修正備註一：「工業用黏著劑」組群所有商品需檢索010105「水泥添加用化學劑」小類組中之「磁磚填縫劑」、「磁磚黏著劑」、「牆磚黏合劑」、「瓷磚黏合劑」、「磁磚用黏著劑」商品及1717「填縫密封用化學合成製劑」組群所有商品	34卷15期
竹酢液（原料）	01	011101	刪除	34卷01期
木酢液（原料）	01	011101	修正為「木醋液（原料）」	34卷01期
工業用化學品、科學用化學品	01	011101	修正備註四：「竹醋液（原料）」、「木醋液（原料）」商品需檢索030104「人體用清潔劑」小類組中之「含竹醋液之香皂」、「含竹醋液之泡澡用沐浴劑」商品及0514「空氣淨化製劑、非個人用除臭劑、非個人用芳香劑」組群中之「由竹醋液製成之非人體用除臭劑」商品	34卷01期
核燃料	01	010101	新增	33卷24期
粘度調節劑	01	010101	修正為「黏度調節劑」	33卷24期
造紙工業用粘質菌之殺生物化學添加劑	01	010101	修正為「造紙工業用黏質菌之殺生物化學添加劑」	33卷24期
農業、林業、園藝用化學品（殺菌劑及除草劑及殺蟲劑及寄生生物驅除劑除外）、植物生長	01	0102	組群名稱修正為「農業用化學品（殺菌劑及除草劑及殺蟲劑及寄生生物驅除劑除外）、植物生長調節劑」	33卷24期
農業、林業、園藝用化學品（殺菌劑及除草劑及殺蟲劑及寄生生物驅除劑除外）、植物生長	01	0102	修正備註一、「農業用化學品（殺菌劑及除草劑及殺蟲劑及寄生生物驅除劑除外）、植物生長調節劑」組群所有商品需檢索050401「農業用藥劑」小類組所有商品	33卷24期
工業粘合劑	01	0111	修正為「工業黏合劑」	33卷24期
三氯甲烷	01	010101	新增	33卷23期
工業用化學品、科學用化學品	01	010101	修正備註二：「研磨用輔助液」、「研磨用輔助劑」商品需檢索0310「研磨用製劑」組群所有商品	33卷23期
工業用化學品、科學用化學品	01	010101	新增備註：「過濾用材料（化學劑）」、「過濾用材料（植物性物質）」、「過濾用材料（礦物性物質）」、「過濾用顆粒狀陶瓷材料」、「過濾器用碳」、「過濾用碳」、「活性碳過濾材料」、「離子交換體（化學品）」、「離子交換體（化學劑）」商品需檢索0110組群中之「未加工樹脂之過濾材料」、「過濾用材料（未加工樹脂）」商品。新增備註：「研磨用輔助液」、「研磨用輔助劑」商品需檢索0310組群中之「研磨劑」、「研磨用製劑」商品	33卷17期
工業用水垢去除劑	01	010101	修正為「除水垢劑」	33卷17期
工業用甘油	01	010101	新增	33卷17期
工業用紅樹皮	01	010101	新增	33卷17期
工業用酒精	01	010101	刪除	33卷17期
工業用煤灰	01	010101	新增	33卷17期
工業用碘化鹼鹽	01	010101	修正為「工業用鹼性碘化物」	33卷17期
工業用酪蛋白	01	010101	修正為「工業用鉻蛋白」	33卷17期
工業用澱粉酶	01	010101	新增	33卷17期
工業用燈黑	01	010101	新增	33卷17期
工業用麵粉	01	010101	新增	33卷17期
工業乾燥劑	01	010101	刪除	33卷17期
內燃機用去炭用化學品	01	010101	移至「0103」，並修正為「內燃機用除碳化學品」	33卷17期
內燃機用去炭劑	01	010101	移至「0103」，並修正為「內燃機用除碳劑」	33卷17期
內燃機用抗爆劑	01	010101	移至「0103」，並修正為「內燃機用防爆劑」	33卷17期
化油器清潔劑	01	010101	移至「0103」	33卷17期
化學用非金屬礦物	01	010101	新增	33卷17期
引擎除碳劑	01	010101	移至「0103」	33卷17期
引擎清潔劑	01	010101	移至「0103」	33卷17期
木酢	01	010101	刪除	33卷17期
水垢防止劑	01	010101	修正為「防水垢劑」	33卷17期
水質淨化用化學品	01	010101	新增	33卷17期
四氯化碳	01	010101	新增	33卷17期
未加工酢酸纖維	01	010101	修正為「未加工醋酸纖維」	33卷17期
未加工酢酸纖維素	01	010101	修正為「未加工醋酸纖維素」	33卷17期
甲基異內丙基苯	01	010101	修正為「異丙基甲苯」	33卷17期
皮面加工用處理劑	01	010101	新增	33卷17期
吸氣劑（化學性活性體）	01	010101	修正為「吸氣劑（化學活性物質）」	33卷17期
含碘鹽	01	010101	新增	33卷17期
沒食子	01	010101	新增	33卷17期
汽車化油器清潔劑	01	010101	移至「0103」	33卷17期
汽車引擎清潔劑	01	010101	移至「0103」	33卷17期
汽車噴油器清潔劑	01	010101	移至「0103」	33卷17期
汽車燃燒室除碳劑	01	010101	移至「0103」	33卷17期
汽門積碳清除劑	01	010101	移至「0103」	33卷17期
防止侵蝕用化學製劑	01	010101	新增	33卷17期
防止凝結用化學品	01	010101	新增	33卷17期
亞砷	01	010101	修正為「亞砷酸」	33卷17期
亞鐵氰化物	01	010101	修正為「氰酸亞鐵鹽」	33卷17期
油吸收用合成物質	01	010101	修正為「吸油用合成物質」	33卷17期
空氣溶膠用高壓氣體	01	010101	修正為「氣溶膠用高壓氣體」	33卷17期
芳香族化合物	01	010101	新增	33卷17期
金屬淬火劑	01	010101	新增	33卷17期
金屬硬化劑	01	010101	新增	33卷17期
非家庭用除垢劑	01	010101	新增	33卷17期
侵蝕防止用化學製劑	01	010101	新增	33卷17期
氟化氫氫	01	010101	修正為「氫氟酸」	33卷17期
流體回路用液	01	010101	移至「0103」	33卷17期
活性碳過濾材料	01	010101	新增	33卷17期
活塞積碳清除劑	01	010101	移至「0103」	33卷17期
玻璃用乳白劑	01	010101	修正為「玻璃用遮光劑」	33卷17期
玻璃著色用化學品	01	010101	新增	33卷17期
研磨用輔助劑	01	010101	新增	33卷17期
科學用化學品	01	010101	新增	33卷17期
砒酸鉛	01	010101	修正為「砷酸鉛」	33卷17期
釓（金屬元素）	01	010101	修正為「釓」	33卷17期
原子能用核分裂性物質	01	010101	修正為「核能用核分裂性物質」	33卷17期
氧化亞氮（笑氣）	01	010101	新增	33卷17期
胼	01	010101	修正為「聯氨」	33卷17期
馬達清潔劑	01	010101	移至「0103」	33卷17期
動物炭	01	010101	新增	33卷17期
動物碳	01	010101	新增	33卷17期
動物碳劑	01	010101	新增	33卷17期
培丹寧酸	01	010101	修正為「鞣酸」	33卷17期
淨化劑	01	010101	新增	33卷17期
焊錫焊接用熔劑	01	010101	修正為「焊錫助熔劑」	33卷17期
瓷及玻璃著色用化學品	01	010101	新增	33卷17期
硫黃	01	010101	刪除	33卷17期
硫酸銅（硫酸鹽）	01	010101	刪除	33卷17期
脫水劑	01	010101	新增	33卷17期
蛋白紙	01	010101	新增	33卷17期
陶瓷用泥漿	01	010101	刪除	33卷17期
散熱器清洗用化學品	01	010101	新增	33卷17期
氯化銨精	01	010101	新增	33卷17期
無水酢酸	01	010101	修正為「無水醋酸」	33卷17期
硝酸紙	01	010101	新增	33卷17期
稀土族	01	010101	修正為「稀土」	33卷17期
稀土族金屬鹽	01	010101	修正為「稀土金屬鹽」	33卷17期
稀酢酸	01	010101	修正為「稀醋酸」	33卷17期
窗戶玻璃防污用化學品	01	010101	新增	33卷17期
菱鎂礦	01	010101	新增	33卷17期
酢化用細菌製劑	01	010101	刪除	33卷17期
酢酸成酯	01	010101	修正為「醋酸戊酯」	33卷17期
酢酸鈣	01	010101	修正為「醋酸鈣」	33卷17期
酢酸鉛	01	010101	修正為「醋酸鉛」	33卷17期
酢酸鋁	01	010101	修正為「醋酸鋁」	33卷17期
酢酸鹽（化學品）	01	010101	修正為「醋酸鹽」	33卷17期
塑化劑	01	010101	新增	33卷17期
楔石	01	010101	新增	33卷17期
煉鋼絕緣用碳化稻谷	01	010101	修正為「煉鋼絕緣用碳化稻穀」	33卷17期
碘化白朊	01	010101	刪除	33卷17期
硼砂（四棚酸鈉）	01	010101	修正為「硼砂（四硼酸鈉）」	33卷17期
過碳酸鹽	01	010101	新增	33卷17期
過濾用碳	01	010101	新增	33卷17期
鈽	01	010101	新增	33卷17期
碳製劑（動物）	01	010101	刪除	33卷17期
製革用油	01	010101	新增	33卷17期
製造玻璃用起霧防止劑	01	010101	修正為「製造玻璃用防污劑」	33卷17期
製造業用特拉加康斯樹膠	01	010101	新增	33卷17期
製造墨水用沒食子酸鹽	01	010101	新增	33卷17期
製造鏡片用起霧防止劑	01	010101	修正為「製造鏡片用防污劑」	33卷17期
酸性硝酸鉀	01	010101	修正為「二草酸鉀」	33卷17期
榖類處理過程中的工業用副產物	01	010101	新增	33卷17期
鉺	01	010101	新增	33卷17期
銪	01	010101	新增	33卷17期
噴油咀清潔劑	01	010101	移至「0103」，並修正為「噴油嘴清潔劑」	33卷17期
銻酸納	01	010101	修正為「銻酸鈉」	33卷17期
燃燒室除碳劑	01	010101	移至「0103」	33卷17期
擬金屬	01	010101	修正為「準金屬」	33卷17期
磷脂質	01	010101	修正為「磷脂」	33卷17期
醛	01	010101	刪除	33卷17期
鍎	01	010101	修正為「鋂」	33卷17期
鞣料	01	010101	新增	33卷17期
鞣料木材	01	010101	新增	33卷17期
鎦	01	010101	新增	33卷17期
瓊脂	01	010101	新增	33卷17期
礦物酸	01	010101	新增	33卷17期
鹼性棓酸鹽鉍	01	010101	修正為「鹼性沒食子酸鉍」	33卷17期
萘	01	010101	新增	33卷17期
鉳	01	010101	新增	33卷17期
紡織工業用化學品	01	010102	新增	33卷17期
工業用糖精	01	010103	修正為「糖精」	33卷17期
食品工業用化學品	01	010103	新增	33卷17期
啤酒用清澄及保存劑	01	010103	新增	33卷17期
化學用試劑	01	010104	修正為「化學試劑」	33卷17期
化學用試藥（醫療用及獸醫用除外）	01	010104	修正為「化學用試劑（醫療用及獸醫用除外）」	33卷17期
試紙	01	010104	修正為「化學試紙」	33卷17期
水泥用急結劑	01	010105	刪除	33卷17期
水泥添加用化學劑	01	010105	新增	33卷17期
水泥添加用化學劑	01	010105	修正備註：「磁磚黏著劑」、「瓷磚黏合劑」、「磁磚用黏著劑」、「牆磚黏合劑」商品需檢索0111組群所有商品	33卷17期
混凝土用的通氣用化學品	01	010105	修正為「混凝土通氣用化學品」	33卷17期
瓷磚粘合劑	01	010105	修正為「瓷磚黏合劑」	33卷17期
漆及油以外的磁磚保存劑	01	010105	刪除	33卷17期
漆以及油以外的磁磚保存劑	01	010105	刪除	33卷17期
牆磚粘合劑	01	010105	修正為「牆磚黏合劑」	33卷17期
科技陶瓷製造用合成物	01	010106	新增	33卷17期
瓷用遮光劑	01	010106	新增	33卷17期
瓷著色用化學品	01	010106	新增	33卷17期
瓷器用黏土	01	010106	新增	33卷17期
陶瓷用化學品	01	010106	新增	33卷17期
製造瓷器用顏料以外的化學劑	01	010106	新增	33卷17期
燒結用陶瓷化合物（細粒及粉末）	01	010106	新增	33卷17期
殺菌劑用化學添加劑	01	0102	新增	33卷17期
蔬菜用發芽仰制劑	01	0102	修正為「蔬菜用發芽抑制劑」	33卷17期
液壓液	01	0103	新增	33卷17期
肥料	01	0104	新增	33卷17期
盆栽用土壤	01	0104	新增	33卷17期
海草（肥料）	01	0104	修正為「海草肥料」	33卷17期
堆肥	01	0104	新增	33卷17期
培養土（農業用）	01	0104	修正為「農業用培養土」	33卷17期
液体肥料	01	0104	刪除	33卷17期
氰氨（基）化鈣（肥料）	01	0104	修正為「氰氨化鈣肥料」	33卷17期
園藝用泥漿瓶	01	0104	修正為「園藝用泥煤」	33卷17期
農業用煤灰	01	0104	新增	33卷17期
過磷酸鹽（肥料）	01	0104	修正為「過磷酸鹽肥料」	33卷17期
磷酸鹽（肥料）	01	0104	修正為「磷酸鹽肥料」	33卷17期
礦渣肥料	01	0104	新增	33卷17期
鹽類（肥料）	01	0104	修正為「鹽類肥料」	33卷17期
未曝光Ｘ光底片	01	0105	新增	33卷17期
未曝光Ｘ光軟片	01	0105	新增	33卷17期
未曝光軟片	01	0105	新增	33卷17期
未曝光感光性Ｘ光底片	01	0105	新增	33卷17期
未曝光感光性Ｘ光軟片	01	0105	新增	33卷17期
未曝光電影用軟片	01	0105	新增	33卷17期
自動調色紙（照像用）	01	0105	修正為「照片用自動調色紙」	33卷17期
定像液（照片用）	01	0105	修正為「照片用定像液」	33卷17期
果膠（照片用）	01	0105	修正為「照片用果膠」	33卷17期
相紙、感光紙、晒圖紙、膠捲、底片（未曝光軟片）、攝影用化學品	01	0105	新增備註：「相紙、感光紙、晒圖紙、膠捲、底片（未曝光軟片）、攝影用化學品」組群所有商品需檢索091903「照相機、攝錄放影機、幻燈機、電影機及其器材」小類組所有商品。修正備註：「相紙」、「照片紙」商品需檢索160101「事務用紙」小類組中之「噴墨印表機專用相紙」、「噴墨印表機用相紙」商品	33卷17期
感光板	01	0105	刪除	33卷17期
照片用化學品	01	0105	新增	33卷17期
照片用調色鹽	01	0105	新增	33卷17期
照片用還原劑	01	0105	新增	33卷17期
照相排版用軟片	01	0105	修正為「照片排版用軟片」	33卷17期
照像用化學劑	01	0105	修正為「照片用化學劑」	33卷17期
照像用感光布	01	0105	新增	33卷17期
照像用還元劑	01	0105	刪除	33卷17期
照像紙	01	0105	修正為「照片紙」	33卷17期
照像感光劑	01	0105	修正為「照片感光劑」	33卷17期
調色液（照片用）	01	0105	修正為「照片用調色液」	33卷17期
攝影用抗蝕劑	01	0105	修正為「照片用抗蝕劑」	33卷17期
攝影用定影劑	01	0105	修正為「照片用定影劑」	33卷17期
攝影用定影劑	01	0105	刪除	33卷17期
攝影用修正劑	01	0105	修正為「照片用修正劑」	33卷17期
攝影用除渣劑	01	0105	修正為「照片用除渣劑」	33卷17期
攝影用稀釋劑	01	0105	修正為「照片用稀釋劑」	33卷17期
攝影用蝕刻劑	01	0105	修正為「照片用蝕刻劑」	33卷17期
攝影用調色劑	01	0105	修正為「照片用調色劑」	33卷17期
攝影用顯像劑	01	0105	修正為「照片用顯像劑」	33卷17期
攝影感光版	01	0105	修正為「攝影感光板」	33卷17期
未加工的人造樹脂	01	0110	修正為「未加工人造樹脂」	33卷17期
未加工人造樹脂	01	0110	新增備註：「未加工樹脂之過濾材料」、「過濾用材料（未加工樹脂）」商品需檢索010101小類組中之「過濾用材料（化學劑）」、「過濾用材料（植物性物質）」、「過濾用材料（礦物性物質）」、「過濾用顆粒狀陶瓷材料」、「過濾器用碳」、「過濾用碳」、「活性碳過濾材料」、「離子交換體（化學品）」、「離子交換體（化學劑）」商品	33卷17期
工業用黏著劑	01	0111	修正備註：「工業用黏著劑」組群所有商品需檢索010105「水泥添加用化學劑」小類組中之「磁磚黏著劑」、「牆磚黏合劑」、「瓷磚黏合劑」、「磁磚用黏著劑」商品及1717「填縫密封用化學合成製劑」組群所有商品	33卷17期
工業用黏著劑（不包括文具用黏著劑）	01	0111	修正為「工業用黏著劑」	33卷17期
外科繃帶粘合製劑	01	0111	修正為「外科繃帶用黏著劑」	33卷17期
外科繃帶製劑	01	0111	刪除	33卷17期
外科繃帶黏膠製劑	01	0111	刪除	33卷17期
皮革粘合劑	01	0111	刪除	33卷17期
冶金黏合劑	01	0111	刪除	33卷17期
非文具及家用膠粘劑	01	0111	刪除	33卷17期
修補破碎物品用粘合劑	01	0111	刪除	33卷17期
修補破碎物品粘劑	01	0111	刪除	33卷17期
修補破碎物品膠粘劑	01	0111	刪除	33卷17期
海報張貼用黏著劑	01	0111	刪除	33卷17期
接枝用粘著劑	01	0111	修正為「接枝用黏著劑」	33卷17期
粘合劑	01	0111	刪除	33卷17期
粘著劑	01	0111	刪除	33卷17期
損壞物修理用的黏著劑	01	0111	刪除	33卷17期
補輪胎用合成劑（補胎膠）	01	0111	刪除	33卷17期
靴鞋用粘合劑	01	0111	修正為「靴鞋用黏合劑」	33卷17期
靴鞋用粘著劑	01	0111	刪除	33卷17期
靴鞋粘著劑	01	0111	刪除	33卷17期
廣告用粘膠	01	0111	修正為「廣告用黏膠」	33卷17期
廣告粘合膠	01	0111	刪除	33卷17期
廣告粘合劑	01	0111	修正為「廣告黏合劑」	33卷17期
輪胎粘合劑	01	0111	刪除	33卷17期
導電樹脂黏著膠	01	0111	刪除	33卷17期
